stopId,stop_name,lat,lon
21808359,Eixo W Sul - EQS 106/107 (Metrô 106 Sul-Cine Brasília),-15.81467975,-47.89907008
21808372,Eixo W Sul - EQS 108/109 (Metrô 108 Sul),-15.81861682,-47.90433733
21808230,Eixo W Sul - EQS 110/111 (Metrô 110 Sul),-15.82261835,-47.90991122
21808329,Eixo W Sul - EQS 112/113 (Metrô 112 Sul),-15.82637351,-47.91509399
21808314,Eixo W Sul - EQS 114/115 (Metrô 114 Sul),-15.8302356,-47.92045942
21804349,Terminal Rodoviário do Varjão - Plataforma 2,-15.70759308,-47.8827907
21808597,"Rua do Parque - Varjão, Quadra 10",-15.70855131,-47.88232695
21805954,Rua do Parque - Varjão Quadra 8 Conjunto F,-15.70926364,-47.88060128
21807962,Rua do Parque - Varjão Quadra 6 Conjunto H Lote 5,-15.71056109,-47.87934669
21811010,Rua do Parque - Varjão Quadra 4 Conjunto E,-15.71201596,-47.87671024
21811005,Quadra 2 Conjunto B,-15.71340006,-47.87532873
21811002,Varjão - oposto Quadra 1 Conjunto 6,-15.71399975,-47.87360616
21811944,"EPPR, km 1,6 norte - Acesso ao Varjão",-15.71453195,-47.87402815
21812548,"EPCA, km 2 oeste - SHIN, CA 6, Conjunto 1",-15.71514255,-47.88268433
21808158,"EPCA, km 1,7 oeste - SHIN, CA 6, Conjunto 4",-15.71338365,-47.88520542
21808166,"EPCA, km 1,5 oeste - SHIN, CA 6, Conjunto 4",-15.71219025,-47.88723533
21808162,"EPCA, km 0,8 oeste - NR Córrego do Torto, Chácara 20",-15.71505853,-47.8921018
21808182,"EPCA, km 0,5 oeste - NR Córrego do Torto",-15.71741005,-47.89393453
21808180,"EPCA, km 0,2 oeste - NR Córrego do Torto, Polo Verde 1, Chácara 21-A",-15.71888479,-47.89601761
21808288,Alça de Acesso EPTT-EPPN,-15.72539447,-47.89451437
21805396,"EPPN, km 2 sul - SHIN QI 2 (Pão de Açúcar / Caesb)",-15.72265463,-47.88881484
29652554,"Estrada Parque Península Norte, CEP: 71503-501",-15.72312211,-47.88206253
21805447,"EPPN, km 3,2 sul - SHIN QI 4 Conjunto 2",-15.72469071,-47.87748982
21805347,"EPPN, km 3,5 sul - SHIN QI 4 (Igreja Nossa Senhora do Lago)",-15.72622606,-47.87493677
21804106,"EPPN, km 4,3 sul - SHIN QI 6 Conjunto 5",-15.72997762,-47.86901099
21805346,"EPPN, km 4,7 sul - SHIN QI 6 Conjunto 6",-15.73248678,-47.8663182
21807692,"EPPN, km 5,2 sul - SHIN QI 8",-15.73594224,-47.86257586
21807344,"EPPN, km 5,6 sul - SHIN QI 8 Conjunto 7",-15.73824758,-47.86009773
21805521,"EPPN, km 6,2 sul - SHIN QI 10 Conjunto 1",-15.74139888,-47.85593082
21805539,"EPPN, km 6,7 sul - SHIN QI 10 Conjunto 11 (Quituart / Big Box)",-15.74377369,-47.85180132
21805554,"EPPN, km 7,2 sul - SHIN QI 12 Conjunto 1",-15.74655841,-47.84836674
21810861,"EPPN, km 7,7 sul - SHIN QI 12 Conjunto 5",-15.74912169,-47.84544012
21805462,"EPPN, km 8,3 sul - SHIN QI 14 Conjunto 1 (Comércio Local)",-15.7530172,-47.84100861
21810866,"EPPN, km 8,9 sul - SHIN QI 14 Conjunto 10",-15.75662376,-47.83682864
21805466,"EPPN, km 9,5 sul - SHIN QI 16",-15.76067937,-47.83336398
21805476,"EPPN, km 9,9 sul - SHIN QI 16 (Creche Gavião)",-15.76431531,-47.83273375
21810833,"EPPN, km 10,6 - Clube do Congresso",-15.77069183,-47.83291211
21810823,"EPPN, km 10 norte - SHIN QI 15",-15.76519636,-47.83228817
21810813,"EPPN, km 9,6 norte - SHIN QI 15",-15.76194274,-47.83190755
21810828,"EPPN, km 9,1 norte - SHIN QI 13 Conjuntos 6/7",-15.75703166,-47.83487985
21810857,"EPPN, km 8,6 norte - SHIN QI 13 Conjunto 3",-15.75440195,-47.83798065
21804263,"EPPN, km 8,3 norte - SHIN QI 11 (Comércio Local)",-15.75228679,-47.84063771
21804270,"EPPN, km 7,6 norte - SHIN QI 9 Conjunto 10",-15.74830721,-47.84547434
21804435,"EPPN, km 7,1 norte - SHIN QI 9 Conjunto 9",-15.74562559,-47.84837027
21804444,"EPPN, km 6,6 norte - SHIN QI 7 Conjunto 17 (Quituart / Big Box)",-15.74232032,-47.85219367
21804476,"EPPN, km 6,1 norte - SHIN QI 7 Conjunto 9",-15.74011688,-47.85627131
21804195,"EPPN, km 5,6 norte - SHIN QI 7 Conjunto 1",-15.73738146,-47.86035145
21804215,"EPPN, km 5,1 norte - SHIN QI 5",-15.73450894,-47.86330079
21804204,"EPPN, km 4,6 norte - SHIN QI 3 Conjunto 12",-15.73155624,-47.8663067
21804233,"EPPN, km 4,1 norte - SHIN QI 3 (Bombeiros)",-15.72791923,-47.87025877
21804227,"EPPN, km 3,5 norte - SHIN QI 3 (Igreja Nossa Senhora do Lago)",-15.7254691,-47.87484283
21804897,"EPPN, km 3,1 norte - SHIN QI 1 Conjunto 7",-15.7236091,-47.87839073
21804887,"EPPN, km 2,6 norte - SHIN CA 1 (Shopping Iguatemi)",-15.72204049,-47.88318794
21804818,"EPPR, km 0,4 sul - SHIN CA 2",-15.71803545,-47.88290491
21804820,"EPPR, km 1,5 sul - Córrego do Torto (Passarela do Varjão)",-15.71505681,-47.87465411
21805941,Av. Principal - Varjão Quadra 1 Conjunto D Lote 1A,-15.71315814,-47.87402348
21805829,Av. Principal - Varjão Quadra 3 Conjunto A Lote 1,-15.7117059,-47.87550485
21808588,Av. Principal - Varjão Quadra 5 Conjunto A,-15.7108903,-47.87657797
21807307,Av. Principal - Varjão Quadra 7 Conjunto A Lote 40,-15.71051154,-47.87712224
21808586,Av. Principal - Varjão (Praça),-15.70979811,-47.87852526
21806706,Av. Principal - Varjão Quadra 9 Conjunto A Lote 40,-15.70890598,-47.87944867
21808599,Av. Principal - Varjão Quadra 9 Conjunto B Lote 15,-15.70804888,-47.88070767
21811333,Terminal Rodoviário do Plano Piloto - Plataforma E13,-15.79321417,-47.88205264
21809830,Eixo Monumental N1 - SHN 2,-15.79104246,-47.88685721
21804723,Via W3 Norte - SCN 4 (Brasília Shopping),-15.78715115,-47.88793582
21804726,Via W3 Norte - SMHN 3 (FEPECS / ESCS / Hemocentro),-15.78388691,-47.88746131
21804732,Via W3 Norte - SEPN 502/503 (Colégio Marista),-15.7807325,-47.88748743
21804706,Via W3 Norte - SEPN 503/504 (Santander / BRB),-15.77748994,-47.88775052
21804707,Via W3 Norte - SEPN 504/505 (Carrefour Bairro),-15.77479178,-47.88802674
21804709,Via W3 Norte - SEPN 505/506 (Dona de Casa / Habib's),-15.77115777,-47.88871426
21804708,Via W3 Norte - SEPN 506/507 (McDonald’s),-15.76913252,-47.88916028
21804710,"Via W3 Norte, 708",-15.7661473,-47.89004493
21805387,Via W3 Norte - SEPN 508/509 (Pão de Açúcar),-15.7631903,-47.8910462
21804765,Via W3 Norte - SEPN 509/510 (Cartório Eleitoral),-15.76000954,-47.89199992
21804768,Via W3 Norte - SEPN 510/511 (Agência do Trabalhador),-15.75703446,-47.89295847
21804766,Via W3 Norte - SEPN 511/512 (Tecar Fiat),-15.75371224,-47.89402656
21804781,Via W3 Norte - SEPN 512/513 (Carrefour Bairro),-15.7507879,-47.89496087
21805328,Via W3 Norte - SEPN 514 (CNJ),-15.7474985,-47.89602809
21805364,Via W3 Norte - SEPN 514/515 (Igreja Universal),-15.74461866,-47.89692949
21805371,Via W3 Norte - SEPN 515/516 (OAB-DF / CADE / SEBRAE),-15.74109413,-47.8980517
21805354,"Via W3 Norte - SHLN, Lote 3 (Extra Asa Norte / Cobasi)",-15.73701114,-47.89838247
21808099,"STN 916, Lote E (2ª DP / PETS / Concessionárias)",-15.73486167,-47.90171013
21804189,PQEB (EMATER),-15.73334298,-47.90424273
21804185,PQEB - Secretaria de Agricultura,-15.73332666,-47.90655166
21808289,PQEB - Gerência de Apreensão de Animais,-15.73249568,-47.90931791
21806725,"EPIA, km 7,5 norte - após PQEB",-15.7307862,-47.91065673
21811839,Granja do Torto - Parque Digital,-15.71198395,-47.91121432
21806658,Granja do Torto - Parque Digital,-15.70993551,-47.91133343
29653998,"PQEAT, Brasília, CEP: 71538-100",-15.70644644,-47.91185378
21810911,Granja do Torto - Vila da Presidência,-15.70566887,-47.91200055
29653999,"PQEAT, Brasília, CEP: 71538-100",-15.70267649,-47.91224127
29654001,"PQEAT, Brasília, CEP: 71538-100",-15.70061218,-47.91240832
21808292,Granja do Torto - Vila Operária,-15.70130021,-47.91033039
21810914,Granja do Torto - Vila dos Técnicos,-15.70012946,-47.91251039
21810902,Granja do Torto - Parque de Exposições,-15.70272267,-47.91255132
21811815,Granja do Torto - Estacionamento,-15.70660211,-47.9122867
21810912,Granja do Torto - Vila Weslian Roriz (Igreja),-15.70933869,-47.91173218
21811814,Granja do Torto - oposto Parque Digital,-15.71185147,-47.91154897
21811357,"EPIA, km 7,7 sul - oposto PQEB",-15.73161722,-47.91207292
21803837,"EPIA, km 8,7 sul - Parque Água Mineral (Portão de Serviços)",-15.73992543,-47.91719198
21804738,"EPIA, km 9,2 sul - Parque Nacional de Brasília",-15.74369189,-47.91949792
21810891,"EPIA, km 9,6 sul - SOFN 4 Conjunto G",-15.74657746,-47.92133259
21804735,"EPIA, km 9,9 sul - SOFN 4 Bloco A (Posto São Roque)",-15.74842725,-47.92251141
21811686,"EPIA, km 10 sul - SOFN 4 PLL (Via OA-11)",-15.75009178,-47.92356905
21810224,"EPIA, km 10,4 sul - SOFN AE Conjunto A Lote 2 (Leroy Merlin)",-15.75284951,-47.92573599
21804712,"EPIA, km 10,3 norte - oposto SOFN, Via OA-5 (Leroy Merlin)",-15.75212421,-47.92389862
21804722,"EPIA, km 9,9 norte - oposto SOFN 4 Bloco A (Posto São Roque)",-15.7486064,-47.92187034
21809700,"EPIA, km 9 norte - oposto Parque Nacional de Brasília",-15.74389595,-47.91891396
21808291,PQEB - Gerência de Apreensão de Animais,-15.73266589,-47.90908182
21804203,PQEB - Secretaria de Agricultura,-15.73346937,-47.90629789
21804206,PQEB (oposto EMATER),-15.73339853,-47.90434556
21808112,"STN 916, Lote G - Bombeiros / Atacadão",-15.73602184,-47.90434852
21812419,Via W3 Norte - SCLRN 716 (Extra Asa Norte),-15.73845353,-47.8992389
21812412,Via W3 Norte - SCLRN 715 (OAB-DF / CADE / SEBRAE),-15.7417997,-47.89816367
21808278,Via W3 Norte - SCRN 714/715 (Santuário São Francisco de Assis),-15.74472188,-47.897231
21808411,Via W3 Norte - SCLRN 714,-15.74800547,-47.89617319
21812106,Via W3 Norte - SCRN 712/713 (Carrefour Bairro),-15.75094528,-47.89521909
21812144,Via W3 Norte - SCLRN 711,-15.75419142,-47.89418633
21812142,"Via W3 Norte, 33",-15.75714979,-47.89323354
21812126,Via W3 Norte - SCLRN 709/710 Norte,-15.76044177,-47.89217708
21808260,Via W3 Norte - SCRN 708/709 (Pão de Açúcar),-15.7632815,-47.89127203
21808263,Via W3 Norte - SCLRN 707 (UniCeub),-15.76663789,-47.89020617
21808273,Via W3 Norte - SCRN 706/707 (McDonald’s),-15.76923233,-47.88948546
21808270,"Via W3 Norte, 705",-15.77178672,-47.88888124
21808276,Via W3 Norte - SCRN 704/705 (Carrefour Bairro),-15.77486723,-47.88835803
21808343,"Via W3 Norte, 32",-15.77786143,-47.88802709
21808211,"Scrn 702/703 Bloco A, 47",-15.78097086,-47.88779333
21808248,"Via W3 Norte, 3538",-15.78523451,-47.8878994
21809082,Terminal Asa Sul - Plataforma 19,-15.83565318,-47.93202605
21811610,Via W3 Sul - EQS 315/316 (Pão de Açúcar),-15.82744937,-47.92675004
21811555,Via W3 Sul - EQS 514/515 (Clinica da Mulher / Teatro dos Bancários),-15.82552202,-47.92406684
21811537,Via W3 Sul - EQS 313/314,-15.82357704,-47.92138087
21811535,Via W3 Sul - EQS 512/513 (Biblioteca Pública / UNIP),-15.82164048,-47.918694
21811533,Via W3 Sul - EQS 311/312 (Big Box),-15.81970246,-47.91600932
21811546,Via W3 Sul - EQS 510/511 (Carrefour Bairro/UPIS),-15.8177525,-47.91331761
21812346,Via W3 Sul - EQS 309/310 (Via Brasil / CASEB),-15.81580678,-47.91062237
21812353,Via W3 Sul - EQS 508/509 (Hospital Dia),-15.81386313,-47.90792721
21812362,Via W3 Sul - EQS 307/308 (CIL 01/CEMEB),-15.81192625,-47.90524895
21811740,Via W3 Sul - EQS 305/306,-15.80820428,-47.9006569
21811722,Via W3 Sul - EQS 504/505 (SESC),-15.80623269,-47.89861593
21812307,"Via W3 Sul, 535",-15.80403199,-47.89658729
21812297,Via W3 Sul - EQS 502/503 (Santuário Dom Bosco),-15.80163296,-47.89445279
21812335,"Via W3 Sul - SMHS 501, Área C (Hospital Sarah)",-15.79854855,-47.89218945
21812329,"Via W3 Sul - SCS 6, Bloco A (Pátio Brasil)",-15.79658249,-47.89115624
21809368,"Via W3 Norte - SHLN, Lote 4 (Hospital Santa Helena)",-15.73541009,-47.89732434
21804599,"DF-230, km 0,6 leste",-15.62054114,-47.70332567
21808127,"Rodovia do pimentão, Planaltina, CEP: 73401-418",-15.62251024,-47.70211828
21808132,"DF-230, km 1,5 leste - Bica do DER Gleba D",-15.62748333,-47.69919266
21809806,"DF-230, km 2 leste - Bica do DER Gleba D",-15.63163009,-47.69672469
21809789,"DF-230, km 2,5 leste - Bica do DER Gleba D",-15.6355209,-47.69440222
21811344,"DF-230, km 3 leste - Bica do DER Gleba D",-15.63840867,-47.69146289
